date,product_name,quantity,unit_price_cny,product_id
2021-10-01,cappuccino,8,22.0,7
2021-10-01,chai_latte,3,18.0,9
2021-10-01,cold_brew,6,22.0,12
2021-10-01,cookie,3,8.0,13
2021-10-01,cornbread,3,7.0,14
2021-10-01,croissant,19,12.0,16
2021-10-01,croissant_chocolate,24,14.0,17
2021-10-01,donut,6,6.0,18
2021-10-01,earl_grey,5,12.0,19
2021-10-01,eggtart,2,7.0,20
2021-10-01,english_breakfast,4,12.0,21
2021-10-01,espresso,3,15.0,22
2021-10-01,flat_white,5,24.0,23
2021-10-01,flatbread,7,8.0,24
2021-10-01,hot_chocolate,3,18.0,25
2021-10-01,latte,5,22.0,26
2021-10-01,lemonade,1,14.0,27
2021-10-01,matcha_latte,8,22.0,30
2021-10-01,milk_tea,1,16.0,32
2021-10-01,mocha,4,26.0,33
2021-10-01,muffin,6,12.0,34
2021-10-01,pancake,5,13.0,35
2021-10-01,pandesal,14,5.0,36
2021-10-01,pizza_bread,13,16.0,37
2021-10-01,soboru_bread,3,11.0,39
2021-10-01,sourdough,15,22.0,40
2021-10-01,stickbread,15,5.5,41
2021-10-01,tiramisu,1,32.0,42
2021-10-01,tostada,4,10.0,43
2021-10-01,waffle,8,12.0,44
2021-10-02,americano,19,18.0,0
2021-10-02,apple_pie,3,14.0,1
2021-10-02,baguette,30,18.0,3
2021-10-02,bread_roll,3,6.5,5
2021-10-02,brioche,1,14.0,6
2021-10-02,cappuccino,10,22.0,7
2021-10-02,caramel_macchiato,5,26.0,8
2021-10-02,chai_latte,3,18.0,9
2021-10-02,chiffon,2,18.0,10
2021-10-02,chocopie,7,10.0,11
2021-10-02,cold_brew,2,22.0,12
2021-10-02,cookie,4,8.0,13
2021-10-02,cornbread,2,7.0,14
2021-10-02,croissant,43,12.0,16
2021-10-02,croissant_chocolate,40,14.0,17
2021-10-02,donut,6,6.0,18
2021-10-02,eggtart,9,7.0,20
2021-10-02,english_breakfast,1,12.0,21
2021-10-02,espresso,3,15.0,22
2021-10-02,flat_white,1,24.0,23
2021-10-02,flatbread,2,8.0,24
2021-10-02,latte,10,22.0,26
2021-10-02,mantequilla,2,7.5,29
2021-10-02,matcha_latte,3,22.0,30
2021-10-02,milk_tea,6,16.0,32
2021-10-02,mocha,4,26.0,33
2021-10-02,muffin,2,12.0,34
2021-10-02,pancake,7,13.0,35
2021-10-02,pandesal,31,5.0,36
2021-10-02,pizza_bread,12,16.0,37
2021-10-02,pullman,1,9.0,38
2021-10-02,soboru_bread,4,11.0,39
2021-10-02,sourdough,18,22.0,40
2021-10-02,stickbread,26,5.5,41
2021-10-02,tiramisu,2,32.0,42
2021-10-02,waffle,9,12.0,44
2021-10-03,americano,11,18.0,0
2021-10-03,apple_pie,8,14.0,1
2021-10-03,bagel,4,12.0,2
2021-10-03,baguette,41,18.0,3
2021-10-03,bread_coconut,6,10.0,4
2021-10-03,bread_roll,1,6.5,5
2021-10-03,brioche,6,14.0,6
2021-10-03,cappuccino,3,22.0,7
2021-10-03,caramel_macchiato,3,26.0,8
2021-10-03,chai_latte,1,18.0,9
2021-10-03,chiffon,1,18.0,10
2021-10-03,chocopie,12,10.0,11
2021-10-03,cold_brew,5,22.0,12
2021-10-03,cookie,10,8.0,13
2021-10-03,cornbread,7,7.0,14
2021-10-03,croissant,71,12.0,16
2021-10-03,croissant_chocolate,48,14.0,17
2021-10-03,donut,8,6.0,18
2021-10-03,earl_grey,4,12.0,19
2021-10-03,eggtart,6,7.0,20
2021-10-03,english_breakfast,2,12.0,21
2021-10-03,espresso,6,15.0,22
2021-10-03,flat_white,3,24.0,23
2021-10-03,flatbread,7,8.0,24
2021-10-03,hot_chocolate,5,18.0,25
2021-10-03,latte,9,22.0,26
2021-10-03,lemonade,2,14.0,27
2021-10-03,macaron,4,15.0,28
2021-10-03,mantequilla,3,7.5,29
2021-10-03,matcha_latte,13,22.0,30
2021-10-03,melon_bread,1,10.0,31
2021-10-03,milk_tea,3,16.0,32
2021-10-03,mocha,3,26.0,33
2021-10-03,muffin,8,12.0,34
2021-10-03,pancake,6,13.0,35
2021-10-03,pandesal,21,5.0,36
2021-10-03,pizza_bread,26,16.0,37
2021-10-03,pullman,3,9.0,38
2021-10-03,soboru_bread,8,11.0,39
2021-10-03,sourdough,16,22.0,40
2021-10-03,stickbread,13,5.5,41
2021-10-03,tiramisu,2,32.0,42
2021-10-03,tostada,1,10.0,43
2021-10-03,waffle,7,12.0,44
2021-10-04,americano,11,18.0,0
2021-10-04,baguette,26,18.0,3
2021-10-04,bread_coconut,2,10.0,4
2021-10-04,bread_roll,1,6.5,5
2021-10-04,brioche,1,14.0,6
2021-10-04,cappuccino,9,22.0,7
2021-10-04,caramel_macchiato,3,26.0,8
2021-10-04,chai_latte,3,18.0,9
2021-10-04,chocopie,5,10.0,11
2021-10-04,cold_brew,9,22.0,12
2021-10-04,cookie,7,8.0,13
2021-10-04,cornbread,4,7.0,14
2021-10-04,cream_horn,1,13.0,15
2021-10-04,croissant,19,12.0,16
2021-10-04,croissant_chocolate,22,14.0,17
2021-10-04,donut,5,6.0,18
2021-10-04,earl_grey,4,12.0,19
2021-10-04,eggtart,7,7.0,20
2021-10-04,english_breakfast,4,12.0,21
2021-10-04,espresso,6,15.0,22
2021-10-04,flat_white,5,24.0,23
2021-10-04,flatbread,3,8.0,24
2021-10-04,hot_chocolate,7,18.0,25
2021-10-04,latte,18,22.0,26
2021-10-04,lemonade,5,14.0,27
2021-10-04,macaron,3,15.0,28
2021-10-04,mantequilla,1,7.5,29
2021-10-04,matcha_latte,2,22.0,30
2021-10-04,melon_bread,2,10.0,31
2021-10-04,milk_tea,4,16.0,32
2021-10-04,mocha,6,26.0,33
2021-10-04,muffin,7,12.0,34
2021-10-04,pancake,1,13.0,35
2021-10-04,pandesal,18,5.0,36
2021-10-04,pizza_bread,15,16.0,37
2021-10-04,pullman,2,9.0,38
2021-10-04,soboru_bread,6,11.0,39
2021-10-04,sourdough,21,22.0,40
2021-10-04,stickbread,11,5.5,41
2021-10-04,tiramisu,2,32.0,42
2021-10-04,tostada,3,10.0,43
2021-10-04,waffle,9,12.0,44
2021-10-05,americano,9,18.0,0
2021-10-05,bagel,1,12.0,2
2021-10-05,baguette,20,18.0,3
2021-10-05,bread_coconut,1,10.0,4
2021-10-05,bread_roll,3,6.5,5
2021-10-05,cappuccino,10,22.0,7
2021-10-05,caramel_macchiato,1,26.0,8
2021-10-05,chai_latte,2,18.0,9
2021-10-05,chocopie,7,10.0,11
2021-10-05,cold_brew,3,22.0,12
2021-10-05,cookie,4,8.0,13
2021-10-05,cornbread,2,7.0,14
2021-10-05,croissant,12,12.0,16
2021-10-05,croissant_chocolate,25,14.0,17
2021-10-05,donut,9,6.0,18
2021-10-05,earl_grey,1,12.0,19
2021-10-05,eggtart,9,7.0,20
2021-10-05,english_breakfast,2,12.0,21
2021-10-05,espresso,7,15.0,22
2021-10-05,flat_white,5,24.0,23
2021-10-05,flatbread,4,8.0,24
2021-10-05,latte,12,22.0,26
2021-10-05,lemonade,1,14.0,27
2021-10-05,mantequilla,1,7.5,29
2021-10-05,matcha_latte,11,22.0,30
2021-10-05,melon_bread,1,10.0,31
2021-10-05,milk_tea,6,16.0,32
2021-10-05,mocha,9,26.0,33
2021-10-05,muffin,2,12.0,34
2021-10-05,pancake,2,13.0,35
2021-10-05,pandesal,9,5.0,36
2021-10-05,pizza_bread,9,16.0,37
2021-10-05,pullman,2,9.0,38
2021-10-05,soboru_bread,6,11.0,39
2021-10-05,sourdough,13,22.0,40
2021-10-05,stickbread,12,5.5,41
2021-10-05,tostada,2,10.0,43
2021-10-05,waffle,3,12.0,44
2021-10-06,americano,17,18.0,0
2021-10-06,apple_pie,2,14.0,1
2021-10-06,bagel,3,12.0,2
2021-10-06,baguette,21,18.0,3
2021-10-06,brioche,1,14.0,6
2021-10-06,cappuccino,12,22.0,7
2021-10-06,caramel_macchiato,6,26.0,8
2021-10-06,chai_latte,3,18.0,9
2021-10-06,chocopie,9,10.0,11
2021-10-06,cold_brew,3,22.0,12
2021-10-06,cookie,9,8.0,13
2021-10-06,cornbread,5,7.0,14
2021-10-06,croissant,17,12.0,16
2021-10-06,croissant_chocolate,21,14.0,17
2021-10-06,donut,5,6.0,18
2021-10-06,earl_grey,4,12.0,19
2021-10-06,eggtart,2,7.0,20
2021-10-06,english_breakfast,4,12.0,21
2021-10-06,espresso,2,15.0,22
2021-10-06,flat_white,2,24.0,23
2021-10-06,flatbread,6,8.0,24
2021-10-06,hot_chocolate,2,18.0,25
2021-10-06,latte,10,22.0,26
2021-10-06,lemonade,2,14.0,27
2021-10-06,macaron,2,15.0,28
2021-10-06,mantequilla,1,7.5,29
2021-10-06,matcha_latte,5,22.0,30
2021-10-06,melon_bread,1,10.0,31
2021-10-06,milk_tea,5,16.0,32
2021-10-06,mocha,6,26.0,33
2021-10-06,muffin,7,12.0,34
2021-10-06,pancake,7,13.0,35
2021-10-06,pandesal,13,5.0,36
2021-10-06,pizza_bread,9,16.0,37
2021-10-06,pullman,1,9.0,38
2021-10-06,soboru_bread,1,11.0,39
2021-10-06,sourdough,18,22.0,40
2021-10-06,stickbread,10,5.5,41
2021-10-06,tiramisu,1,32.0,42
2021-10-06,tostada,1,10.0,43
2021-10-06,waffle,3,12.0,44
2021-10-07,americano,12,18.0,0
2021-10-07,apple_pie,4,14.0,1
2021-10-07,baguette,37,18.0,3
2021-10-07,cappuccino,7,22.0,7
2021-10-07,caramel_macchiato,3,26.0,8
2021-10-07,chai_latte,4,18.0,9
2021-10-07,chiffon,1,18.0,10
2021-10-07,chocopie,11,10.0,11
2021-10-07,cold_brew,5,22.0,12
2021-10-07,cookie,7,8.0,13
2021-10-07,cornbread,3,7.0,14
2021-10-07,cream_horn,1,13.0,15
2021-10-07,croissant,32,12.0,16
2021-10-07,croissant_chocolate,23,14.0,17
2021-10-07,donut,2,6.0,18
2021-10-07,earl_grey,5,12.0,19
2021-10-07,eggtart,3,7.0,20
2021-10-07,english_breakfast,5,12.0,21
2021-10-07,espresso,7,15.0,22
2021-10-07,flatbread,3,8.0,24
2021-10-07,hot_chocolate,6,18.0,25
2021-10-07,latte,14,22.0,26
2021-10-07,lemonade,1,14.0,27
2021-10-07,mantequilla,1,7.5,29
2021-10-07,matcha_latte,4,22.0,30
2021-10-07,melon_bread,4,10.0,31
2021-10-07,milk_tea,6,16.0,32
2021-10-07,mocha,2,26.0,33
2021-10-07,muffin,4,12.0,34
2021-10-07,pancake,7,13.0,35
2021-10-07,pandesal,23,5.0,36
2021-10-07,pizza_bread,21,16.0,37
2021-10-07,soboru_bread,3,11.0,39
2021-10-07,sourdough,17,22.0,40
2021-10-07,stickbread,16,5.5,41
2021-10-07,tostada,1,10.0,43
2021-10-07,waffle,3,12.0,44
2021-10-08,americano,14,18.0,0
2021-10-08,apple_pie,3,14.0,1
2021-10-08,bagel,2,12.0,2
2021-10-08,baguette,21,18.0,3
2021-10-08,bread_coconut,1,10.0,4
2021-10-08,bread_roll,1,6.5,5
2021-10-08,cappuccino,4,22.0,7
2021-10-08,caramel_macchiato,4,26.0,8
2021-10-08,chiffon,1,18.0,10
2021-10-08,chocopie,4,10.0,11
2021-10-08,cold_brew,4,22.0,12
2021-10-08,cookie,10,8.0,13
2021-10-08,cornbread,5,7.0,14
2021-10-08,cream_horn,1,13.0,15
2021-10-08,croissant,19,12.0,16
2021-10-08,croissant_chocolate,24,14.0,17
2021-10-08,donut,4,6.0,18
2021-10-08,earl_grey,1,12.0,19
2021-10-08,eggtart,7,7.0,20
2021-10-08,english_breakfast,4,12.0,21
2021-10-08,espresso,2,15.0,22
2021-10-08,flatbread,7,8.0,24
2021-10-08,hot_chocolate,7,18.0,25
2021-10-08,latte,11,22.0,26
2021-10-08,lemonade,2,14.0,27
2021-10-08,macaron,2,15.0,28
2021-10-08,mantequilla,5,7.5,29
2021-10-08,matcha_latte,6,22.0,30
2021-10-08,melon_bread,3,10.0,31
2021-10-08,milk_tea,2,16.0,32
2021-10-08,mocha,7,26.0,33
2021-10-08,muffin,7,12.0,34
2021-10-08,pancake,4,13.0,35
2021-10-08,pandesal,15,5.0,36
2021-10-08,pizza_bread,30,16.0,37
2021-10-08,pullman,2,9.0,38
2021-10-08,soboru_bread,6,11.0,39
2021-10-08,sourdough,23,22.0,40
2021-10-08,stickbread,15,5.5,41
2021-10-08,waffle,7,12.0,44
2021-10-09,americano,11,18.0,0
2021-10-09,apple_pie,2,14.0,1
2021-10-09,bagel,5,12.0,2
2021-10-09,baguette,41,18.0,3
2021-10-09,bread_roll,1,6.5,5
2021-10-09,brioche,2,14.0,6
2021-10-09,cappuccino,14,22.0,7
2021-10-09,caramel_macchiato,1,26.0,8
2021-10-09,chai_latte,3,18.0,9
2021-10-09,chocopie,8,10.0,11
2021-10-09,cookie,2,8.0,13
2021-10-09,cornbread,9,7.0,14
2021-10-09,croissant,37,12.0,16
2021-10-09,croissant_chocolate,36,14.0,17
2021-10-09,donut,13,6.0,18
2021-10-09,eggtart,10,7.0,20
2021-10-09,english_breakfast,5,12.0,21
2021-10-09,espresso,9,15.0,22
2021-10-09,flat_white,6,24.0,23
2021-10-09,flatbread,7,8.0,24
2021-10-09,hot_chocolate,5,18.0,25
2021-10-09,latte,11,22.0,26
2021-10-09,lemonade,4,14.0,27
2021-10-09,macaron,4,15.0,28
2021-10-09,mantequilla,2,7.5,29
2021-10-09,matcha_latte,5,22.0,30
2021-10-09,melon_bread,4,10.0,31
2021-10-09,milk_tea,5,16.0,32
2021-10-09,mocha,5,26.0,33
2021-10-09,muffin,5,12.0,34
2021-10-09,pancake,5,13.0,35
2021-10-09,pandesal,20,5.0,36
2021-10-09,pizza_bread,25,16.0,37
2021-10-09,pullman,2,9.0,38
2021-10-09,soboru_bread,7,11.0,39
2021-10-09,sourdough,21,22.0,40
2021-10-09,stickbread,23,5.5,41
2021-10-09,tostada,2,10.0,43
2021-10-09,waffle,3,12.0,44
2021-10-10,americano,11,18.0,0
2021-10-10,apple_pie,4,14.0,1
2021-10-10,baguette,53,18.0,3
2021-10-10,bread_coconut,2,10.0,4
2021-10-10,bread_roll,4,6.5,5
2021-10-10,brioche,2,14.0,6
2021-10-10,cappuccino,4,22.0,7
2021-10-10,caramel_macchiato,1,26.0,8
2021-10-10,chai_latte,7,18.0,9
2021-10-10,chocopie,9,10.0,11
2021-10-10,cold_brew,4,22.0,12
2021-10-10,cookie,6,8.0,13
2021-10-10,cornbread,8,7.0,14
2021-10-10,croissant,89,12.0,16
2021-10-10,croissant_chocolate,67,14.0,17
2021-10-10,donut,14,6.0,18
2021-10-10,earl_grey,3,12.0,19
2021-10-10,eggtart,12,7.0,20
2021-10-10,english_breakfast,2,12.0,21
2021-10-10,espresso,4,15.0,22
2021-10-10,flat_white,7,24.0,23
2021-10-10,flatbread,13,8.0,24
2021-10-10,hot_chocolate,5,18.0,25
2021-10-10,latte,15,22.0,26
2021-10-10,lemonade,2,14.0,27
2021-10-10,macaron,5,15.0,28
2021-10-10,mantequilla,2,7.5,29
2021-10-10,matcha_latte,7,22.0,30
2021-10-10,melon_bread,2,10.0,31
2021-10-10,milk_tea,6,16.0,32
2021-10-10,mocha,6,26.0,33
2021-10-10,muffin,9,12.0,34
2021-10-10,pancake,5,13.0,35
2021-10-10,pandesal,34,5.0,36
2021-10-10,pizza_bread,25,16.0,37
2021-10-10,pullman,1,9.0,38
2021-10-10,soboru_bread,4,11.0,39
2021-10-10,sourdough,19,22.0,40
2021-10-10,stickbread,28,5.5,41
2021-10-10,tiramisu,2,32.0,42
2021-10-10,tostada,1,10.0,43
2021-10-10,waffle,12,12.0,44
2021-10-11,americano,4,18.0,0
2021-10-11,apple_pie,1,14.0,1
2021-10-11,bagel,2,12.0,2
2021-10-11,baguette,24,18.0,3
2021-10-11,bread_coconut,1,10.0,4
2021-10-11,bread_roll,2,6.5,5
2021-10-11,cappuccino,12,22.0,7
2021-10-11,chai_latte,1,18.0,9
2021-10-11,chiffon,2,18.0,10
2021-10-11,chocopie,5,10.0,11
2021-10-11,cold_brew,5,22.0,12
2021-10-11,cookie,1,8.0,13
2021-10-11,cornbread,6,7.0,14
2021-10-11,cream_horn,3,13.0,15
2021-10-11,croissant,31,12.0,16
2021-10-11,croissant_chocolate,24,14.0,17
2021-10-11,donut,9,6.0,18
2021-10-11,earl_grey,3,12.0,19
2021-10-11,eggtart,4,7.0,20
2021-10-11,english_breakfast,1,12.0,21
2021-10-11,espresso,2,15.0,22
2021-10-11,flat_white,4,24.0,23
2021-10-11,flatbread,4,8.0,24
2021-10-11,hot_chocolate,4,18.0,25
2021-10-11,latte,8,22.0,26
2021-10-11,lemonade,1,14.0,27
2021-10-11,mantequilla,3,7.5,29
2021-10-11,matcha_latte,11,22.0,30
2021-10-11,melon_bread,3,10.0,31
2021-10-11,milk_tea,1,16.0,32
2021-10-11,mocha,7,26.0,33
2021-10-11,muffin,8,12.0,34
2021-10-11,pancake,7,13.0,35
2021-10-11,pandesal,19,5.0,36
2021-10-11,pizza_bread,24,16.0,37
2021-10-11,pullman,2,9.0,38
2021-10-11,soboru_bread,3,11.0,39
2021-10-11,sourdough,19,22.0,40
2021-10-11,stickbread,13,5.5,41
2021-10-11,tiramisu,4,32.0,42
2021-10-11,tostada,1,10.0,43
2021-10-11,waffle,9,12.0,44
2021-10-12,americano,6,18.0,0
2021-10-12,bagel,1,12.0,2
2021-10-12,baguette,12,18.0,3
2021-10-12,bread_roll,1,6.5,5
2021-10-12,brioche,1,14.0,6
2021-10-12,cappuccino,7,22.0,7
2021-10-12,caramel_macchiato,2,26.0,8
2021-10-12,chai_latte,2,18.0,9
2021-10-12,chocopie,4,10.0,11
2021-10-12,cold_brew,5,22.0,12
2021-10-12,cookie,3,8.0,13
2021-10-12,cornbread,3,7.0,14
2021-10-12,croissant,16,12.0,16
2021-10-12,croissant_chocolate,18,14.0,17
2021-10-12,donut,6,6.0,18
2021-10-12,earl_grey,1,12.0,19
2021-10-12,eggtart,4,7.0,20
2021-10-12,english_breakfast,5,12.0,21
2021-10-12,espresso,2,15.0,22
2021-10-12,flat_white,4,24.0,23
2021-10-12,flatbread,5,8.0,24
2021-10-12,hot_chocolate,2,18.0,25
2021-10-12,latte,7,22.0,26
2021-10-12,mantequilla,1,7.5,29
2021-10-12,matcha_latte,5,22.0,30
2021-10-12,melon_bread,2,10.0,31
2021-10-12,milk_tea,2,16.0,32
2021-10-12,mocha,2,26.0,33
2021-10-12,muffin,8,12.0,34
2021-10-12,pancake,1,13.0,35
2021-10-12,pandesal,19,5.0,36
2021-10-12,pizza_bread,19,16.0,37
2021-10-12,soboru_bread,7,11.0,39
2021-10-12,sourdough,19,22.0,40
2021-10-12,stickbread,9,5.5,41
2021-10-12,waffle,12,12.0,44
2021-10-13,americano,7,18.0,0
2021-10-13,apple_pie,3,14.0,1
2021-10-13,bagel,3,12.0,2
2021-10-13,baguette,12,18.0,3
2021-10-13,bread_coconut,1,10.0,4
2021-10-13,cappuccino,3,22.0,7
2021-10-13,chai_latte,2,18.0,9
2021-10-13,chocopie,11,10.0,11
2021-10-13,cold_brew,2,22.0,12
2021-10-13,cornbread,7,7.0,14
2021-10-13,croissant,20,12.0,16
2021-10-13,croissant_chocolate,24,14.0,17
2021-10-13,donut,4,6.0,18
2021-10-13,earl_grey,2,12.0,19
2021-10-13,eggtart,9,7.0,20
2021-10-13,english_breakfast,3,12.0,21
2021-10-13,espresso,7,15.0,22
2021-10-13,flat_white,4,24.0,23
2021-10-13,flatbread,6,8.0,24
2021-10-13,hot_chocolate,1,18.0,25
2021-10-13,latte,15,22.0,26
2021-10-13,lemonade,4,14.0,27
2021-10-13,mantequilla,4,7.5,29
2021-10-13,matcha_latte,5,22.0,30
2021-10-13,milk_tea,2,16.0,32
2021-10-13,mocha,3,26.0,33
2021-10-13,muffin,8,12.0,34
2021-10-13,pancake,3,13.0,35
2021-10-13,pandesal,16,5.0,36
2021-10-13,pizza_bread,15,16.0,37
2021-10-13,pullman,1,9.0,38
2021-10-13,soboru_bread,6,11.0,39
2021-10-13,sourdough,16,22.0,40
2021-10-13,stickbread,19,5.5,41
2021-10-13,tiramisu,2,32.0,42
2021-10-13,tostada,1,10.0,43
2021-10-13,waffle,8,12.0,44
2021-10-14,americano,8,18.0,0
2021-10-14,apple_pie,1,14.0,1
2021-10-14,baguette,21,18.0,3
2021-10-14,bread_coconut,3,10.0,4
2021-10-14,bread_roll,2,6.5,5
2021-10-14,brioche,2,14.0,6
2021-10-14,cappuccino,12,22.0,7
2021-10-14,caramel_macchiato,5,26.0,8
2021-10-14,chai_latte,6,18.0,9
2021-10-14,chiffon,1,18.0,10
2021-10-14,chocopie,7,10.0,11
2021-10-14,cold_brew,3,22.0,12
2021-10-14,cookie,1,8.0,13
2021-10-14,cornbread,4,7.0,14
2021-10-14,croissant,16,12.0,16
2021-10-14,croissant_chocolate,13,14.0,17
2021-10-14,donut,5,6.0,18
2021-10-14,earl_grey,4,12.0,19
2021-10-14,eggtart,6,7.0,20
2021-10-14,english_breakfast,5,12.0,21
2021-10-14,espresso,3,15.0,22
2021-10-14,flat_white,2,24.0,23
2021-10-14,flatbread,1,8.0,24
2021-10-14,hot_chocolate,4,18.0,25
2021-10-14,latte,10,22.0,26
2021-10-14,lemonade,2,14.0,27
2021-10-14,matcha_latte,9,22.0,30
2021-10-14,melon_bread,2,10.0,31
2021-10-14,milk_tea,3,16.0,32
2021-10-14,mocha,6,26.0,33
2021-10-14,muffin,5,12.0,34
2021-10-14,pancake,5,13.0,35
2021-10-14,pandesal,8,5.0,36
2021-10-14,pizza_bread,16,16.0,37
2021-10-14,pullman,2,9.0,38
2021-10-14,soboru_bread,5,11.0,39
2021-10-14,sourdough,14,22.0,40
2021-10-14,stickbread,17,5.5,41
2021-10-14,tostada,2,10.0,43
2021-10-14,waffle,3,12.0,44
2021-10-15,americano,5,18.0,0
2021-10-15,apple_pie,6,14.0,1
2021-10-15,baguette,16,18.0,3
2021-10-15,bread_coconut,1,10.0,4
2021-10-15,cappuccino,4,22.0,7
2021-10-15,caramel_macchiato,1,26.0,8
2021-10-15,chai_latte,1,18.0,9
2021-10-15,chiffon,1,18.0,10
2021-10-15,chocopie,6,10.0,11
2021-10-15,cold_brew,1,22.0,12
2021-10-15,cookie,2,8.0,13
2021-10-15,cornbread,6,7.0,14
2021-10-15,croissant,38,12.0,16
2021-10-15,croissant_chocolate,34,14.0,17
2021-10-15,donut,6,6.0,18
2021-10-15,earl_grey,2,12.0,19
2021-10-15,eggtart,7,7.0,20
2021-10-15,english_breakfast,3,12.0,21
2021-10-15,espresso,6,15.0,22
2021-10-15,flatbread,5,8.0,24
2021-10-15,hot_chocolate,5,18.0,25
2021-10-15,latte,8,22.0,26
2021-10-15,lemonade,4,14.0,27
2021-10-15,mantequilla,1,7.5,29
2021-10-15,matcha_latte,7,22.0,30
2021-10-15,milk_tea,1,16.0,32
2021-10-15,mocha,5,26.0,33
2021-10-15,muffin,3,12.0,34
2021-10-15,pancake,3,13.0,35
2021-10-15,pandesal,18,5.0,36
2021-10-15,pizza_bread,10,16.0,37
2021-10-15,pullman,4,9.0,38
2021-10-15,soboru_bread,5,11.0,39
2021-10-15,sourdough,13,22.0,40
2021-10-15,stickbread,17,5.5,41
2021-10-15,tiramisu,1,32.0,42
2021-10-15,tostada,3,10.0,43
2021-10-15,waffle,1,12.0,44
2021-10-16,americano,10,18.0,0
2021-10-16,apple_pie,3,14.0,1
2021-10-16,bagel,4,12.0,2
2021-10-16,baguette,25,18.0,3
2021-10-16,bread_coconut,5,10.0,4
2021-10-16,bread_roll,2,6.5,5
2021-10-16,brioche,3,14.0,6
2021-10-16,cappuccino,5,22.0,7
2021-10-16,caramel_macchiato,3,26.0,8
2021-10-16,chai_latte,6,18.0,9
2021-10-16,chocopie,12,10.0,11
2021-10-16,cold_brew,5,22.0,12
2021-10-16,cookie,5,8.0,13
2021-10-16,cornbread,5,7.0,14
2021-10-16,cream_horn,4,13.0,15
2021-10-16,croissant,49,12.0,16
2021-10-16,croissant_chocolate,21,14.0,17
2021-10-16,donut,6,6.0,18
2021-10-16,earl_grey,2,12.0,19
2021-10-16,eggtart,5,7.0,20
2021-10-16,espresso,2,15.0,22
2021-10-16,flat_white,7,24.0,23
2021-10-16,flatbread,6,8.0,24
2021-10-16,hot_chocolate,2,18.0,25
2021-10-16,latte,10,22.0,26
2021-10-16,lemonade,3,14.0,27
2021-10-16,mantequilla,5,7.5,29
2021-10-16,matcha_latte,6,22.0,30
2021-10-16,melon_bread,4,10.0,31
2021-10-16,milk_tea,10,16.0,32
2021-10-16,mocha,9,26.0,33
2021-10-16,muffin,1,12.0,34
2021-10-16,pancake,6,13.0,35
2021-10-16,pandesal,25,5.0,36
2021-10-16,pizza_bread,28,16.0,37
2021-10-16,pullman,2,9.0,38
2021-10-16,soboru_bread,5,11.0,39
2021-10-16,sourdough,24,22.0,40
2021-10-16,stickbread,33,5.5,41
2021-10-16,tiramisu,4,32.0,42
2021-10-16,tostada,2,10.0,43
2021-10-16,waffle,12,12.0,44
2021-10-17,americano,5,18.0,0
2021-10-17,apple_pie,3,14.0,1
2021-10-17,bagel,4,12.0,2
2021-10-17,baguette,42,18.0,3
2021-10-17,bread_coconut,5,10.0,4
2021-10-17,bread_roll,1,6.5,5
2021-10-17,brioche,3,14.0,6
2021-10-17,cappuccino,6,22.0,7
2021-10-17,caramel_macchiato,5,26.0,8
2021-10-17,chai_latte,3,18.0,9
2021-10-17,chocopie,11,10.0,11
2021-10-17,cold_brew,2,22.0,12
2021-10-17,cookie,4,8.0,13
2021-10-17,cornbread,8,7.0,14
2021-10-17,cream_horn,2,13.0,15
2021-10-17,croissant,85,12.0,16
2021-10-17,croissant_chocolate,57,14.0,17
2021-10-17,donut,7,6.0,18
2021-10-17,earl_grey,7,12.0,19
2021-10-17,eggtart,7,7.0,20
2021-10-17,english_breakfast,2,12.0,21
2021-10-17,espresso,4,15.0,22
2021-10-17,flat_white,6,24.0,23
2021-10-17,flatbread,9,8.0,24
2021-10-17,hot_chocolate,3,18.0,25
2021-10-17,latte,20,22.0,26
2021-10-17,lemonade,2,14.0,27
2021-10-17,macaron,1,15.0,28
2021-10-17,mantequilla,4,7.5,29
2021-10-17,matcha_latte,8,22.0,30
2021-10-17,melon_bread,4,10.0,31
2021-10-17,milk_tea,6,16.0,32
2021-10-17,mocha,6,26.0,33
2021-10-17,muffin,8,12.0,34
2021-10-17,pancake,12,13.0,35
2021-10-17,pandesal,26,5.0,36
2021-10-17,pizza_bread,32,16.0,37
2021-10-17,pullman,1,9.0,38
2021-10-17,soboru_bread,12,11.0,39
2021-10-17,sourdough,25,22.0,40
2021-10-17,stickbread,15,5.5,41
2021-10-17,tiramisu,1,32.0,42
2021-10-17,tostada,2,10.0,43
2021-10-17,waffle,9,12.0,44
2021-10-18,americano,11,18.0,0
2021-10-18,apple_pie,3,14.0,1
2021-10-18,bagel,2,12.0,2
2021-10-18,baguette,24,18.0,3
2021-10-18,brioche,1,14.0,6
2021-10-18,cappuccino,7,22.0,7
2021-10-18,caramel_macchiato,1,26.0,8
2021-10-18,chai_latte,2,18.0,9
2021-10-18,chocopie,10,10.0,11
2021-10-18,cold_brew,3,22.0,12
2021-10-18,cornbread,7,7.0,14
2021-10-18,cream_horn,1,13.0,15
2021-10-18,croissant,17,12.0,16
2021-10-18,croissant_chocolate,7,14.0,17
2021-10-18,earl_grey,2,12.0,19
2021-10-18,eggtart,4,7.0,20
2021-10-18,english_breakfast,1,12.0,21
2021-10-18,espresso,4,15.0,22
2021-10-18,flat_white,1,24.0,23
2021-10-18,flatbread,7,8.0,24
