date,product_id,quantity,product_id,temp_mean,temp_max,temp_min,humidity,precipitation,day_of_week,month,is_weekend,is_holiday,lag_1,lag_7_avg,lag_30_avg
2021-11-05,3,33,3,24.8,29.3,21.5,83,0.2,4,11,0,0,25.0,38.42857142857143,32.0
2021-11-06,3,27,3,25.4,29.6,22.1,82,0.2,5,11,1,1,33.0,37.714285714285715,32.4
2021-11-07,3,31,3,24.5,29.4,17.0,83,11.2,6,11,1,1,27.0,35.0,32.2
2021-11-08,3,62,3,14.7,17.6,12.2,56,0.0,0,11,0,0,31.0,31.571428571428573,32.43333333333333
2021-11-09,3,43,3,15.3,19.6,11.6,43,0.0,1,11,0,0,62.0,36.0,33.03333333333333
2021-11-10,3,17,3,17.0,21.5,14.6,44,0.0,2,11,0,0,43.0,38.285714285714285,32.86666666666667
2021-11-11,3,30,3,17.5,22.8,13.1,47,0.0,3,11,0,0,17.0,34.0,32.5
2021-11-12,3,16,3,18.6,23.0,15.9,50,0.3,4,11,0,0,30.0,34.714285714285715,33.0
2021-11-13,3,25,3,18.2,22.9,13.9,49,0.0,5,11,1,1,16.0,32.285714285714285,33.166666666666664
2021-11-14,3,38,3,18.6,23.6,14.8,55,0.0,6,11,1,1,25.0,32.0,33.3
2021-11-15,3,27,3,18.8,23.5,15.1,57,0.0,0,11,0,0,38.0,33.0,33.96666666666667
2021-11-16,3,16,3,19.9,25.8,15.4,61,0.0,1,11,0,0,27.0,28.0,33.96666666666667
2021-11-17,3,0,3,19.5,23.3,16.1,65,0.0,2,11,0,0,16.0,24.142857142857142,32.86666666666667
2021-11-18,3,20,3,18.8,25.4,15.7,71,0.0,3,11,0,0,0.0,21.714285714285715,31.933333333333334
2021-11-19,3,26,3,20.7,25.7,15.6,71,0.0,4,11,0,0,20.0,20.285714285714285,31.966666666666665
2021-11-20,3,38,3,22.9,27.6,19.6,72,0.0,5,11,1,1,26.0,21.714285714285715,32.36666666666667
2021-11-21,3,36,3,22.7,26.5,18.9,79,0.6,6,11,1,1,38.0,23.571428571428573,32.53333333333333
2021-11-22,3,14,3,16.0,20.7,13.3,66,2.6,0,11,0,0,36.0,23.285714285714285,32.7
2021-11-23,3,23,3,14.7,18.9,11.8,51,0.1,1,11,0,0,14.0,21.428571428571427,31.566666666666666
2021-11-24,3,0,3,15.5,20.8,10.9,49,0.0,2,11,0,0,23.0,22.428571428571427,30.533333333333335
2021-11-25,3,25,3,17.1,22.9,12.4,49,0.0,3,11,0,0,0.0,22.428571428571427,29.2
2021-11-26,3,18,3,18.3,24.2,13.1,42,0.0,4,11,0,0,25.0,23.142857142857142,28.766666666666666
2021-11-27,3,35,3,18.8,24.0,14.2,46,0.0,5,11,1,1,18.0,22.0,28.6
2021-11-28,3,45,3,19.2,25.0,14.3,54,0.0,6,11,1,1,35.0,21.571428571428573,28.966666666666665
2021-11-29,3,28,3,20.2,26.0,15.4,58,0.0,0,11,0,0,45.0,22.857142857142858,29.2
2021-11-30,3,21,3,18.3,22.0,14.7,54,0.0,1,11,0,0,28.0,24.857142857142858,28.6
2021-12-01,3,0,3,14.9,19.6,11.1,35,0.0,2,12,0,0,21.0,24.571428571428573,27.466666666666665
2021-12-02,3,16,3,14.4,20.5,9.2,32,0.0,3,12,0,0,0.0,24.571428571428573,26.433333333333334
2021-12-03,3,27,3,15.6,21.8,10.6,29,0.0,4,12,0,0,16.0,23.285714285714285,26.066666666666666
2021-12-04,3,20,3,14.8,21.4,9.1,34,0.0,5,12,1,1,27.0,24.571428571428573,25.4
2021-12-05,3,40,3,15.3,21.6,10.0,41,0.0,6,12,1,1,20.0,22.428571428571427,25.233333333333334
2021-12-06,3,0,3,16.2,22.8,11.1,43,0.0,0,12,0,0,40.0,21.714285714285715,25.466666666666665
2021-12-07,3,0,3,17.2,23.3,11.1,47,0.0,1,12,0,0,0.0,17.714285714285715,24.566666666666666
2021-12-08,3,0,3,19.4,24.7,15.4,57,0.0,2,12,0,0,0.0,14.714285714285714,23.533333333333335
2021-12-09,3,21,3,18.7,24.1,13.4,68,0.0,3,12,0,0,0.0,14.714285714285714,21.466666666666665
2021-12-10,3,18,3,18.8,24.7,13.0,61,0.0,4,12,0,0,21.0,15.428571428571429,20.733333333333334
2021-12-11,3,33,3,20.2,25.9,16.0,69,0.0,5,12,1,1,18.0,14.142857142857142,20.766666666666666
2021-12-12,3,33,3,19.1,24.7,15.2,61,0.0,6,12,1,1,33.0,16.0,20.866666666666667
2021-12-13,3,19,3,16.1,21.5,12.1,58,0.0,0,12,0,0,33.0,15.0,21.433333333333334
2021-12-14,3,18,3,17.0,22.8,11.2,64,0.0,1,12,0,0,19.0,17.714285714285715,21.233333333333334
2021-12-15,3,0,3,19.5,22.6,16.7,80,4.3,2,12,0,0,18.0,20.285714285714285,20.566666666666666
2021-12-16,3,19,3,20.5,23.0,18.6,89,7.8,3,12,0,0,0.0,20.285714285714285,19.666666666666668
2021-12-17,3,30,3,18.0,20.9,13.6,62,0.0,4,12,0,0,19.0,20.0,19.766666666666666
2021-12-18,3,36,3,14.2,18.9,10.4,45,0.0,5,12,1,1,30.0,21.714285714285715,20.766666666666666
2021-12-19,3,35,3,13.6,17.2,9.2,40,0.0,6,12,1,1,36.0,22.142857142857142,21.3
2021-12-20,3,26,3,14.3,16.2,12.1,67,8.4,0,12,0,0,35.0,22.428571428571427,21.6
2021-12-21,3,27,3,14.4,18.6,12.1,83,39.5,1,12,0,0,26.0,23.428571428571427,21.2
2021-12-22,3,18,3,15.6,20.2,12.1,74,0.0,2,12,0,0,27.0,24.714285714285715,20.9
2021-12-23,3,29,3,15.5,17.7,13.4,83,1.2,3,12,0,0,18.0,27.285714285714285,21.033333333333335
2021-12-24,3,36,3,17.0,23.1,12.9,83,0.0,4,12,0,0,29.0,28.714285714285715,21.233333333333334
2021-12-25,3,32,3,16.4,20.5,12.4,66,0.0,5,12,1,1,36.0,29.571428571428573,22.433333333333334
2021-12-26,3,32,3,10.1,12.8,6.4,69,2.0,6,12,1,1,32.0,29.0,22.666666666666668
2021-12-27,3,36,3,7.9,12.2,4.8,68,2.8,0,12,0,0,32.0,28.571428571428573,23.133333333333333
2021-12-28,3,41,3,10.6,15.2,6.6,68,0.0,1,12,0,0,36.0,30.0,23.166666666666668
2021-12-29,3,35,3,12.9,15.9,10.9,75,0.1,2,12,0,0,41.0,32.0,23.033333333333335
2021-12-30,3,29,3,13.6,17.5,9.6,70,0.0,3,12,0,0,35.0,34.42857142857143,23.266666666666666
2021-12-31,3,49,3,14.4,18.5,11.2,63,0.0,4,12,0,0,29.0,34.42857142857143,23.533333333333335
2022-01-01,3,0,3,15.2,20.1,11.4,72,0.0,5,1,1,1,49.0,36.285714285714285,25.166666666666668
2022-01-02,3,55,3,16.0,20.8,11.9,68,0.0,6,1,1,1,0.0,31.714285714285715,24.633333333333333
2022-01-03,3,15,3,16.8,22.2,12.1,74,0.0,0,1,0,1,55.0,35.0,25.566666666666666
2022-01-04,3,1,3,17.1,23.2,12.4,82,0.0,1,1,0,0,15.0,32.0,25.4
2022-01-05,3,0,3,18.7,24.1,14.1,80,0.0,2,1,0,0,1.0,26.285714285714285,24.1
2022-01-06,3,23,3,18.2,23.1,14.8,69,0.0,3,1,0,0,0.0,21.285714285714285,24.1
2022-01-07,3,14,3,15.7,20.5,11.2,64,0.0,4,1,0,0,23.0,20.428571428571427,24.866666666666667
2022-01-08,3,20,3,14.9,20.5,9.9,70,0.0,5,1,1,1,14.0,15.428571428571429,25.333333333333332
2022-01-09,3,27,3,15.1,19.2,12.7,71,0.7,6,1,1,1,20.0,18.285714285714285,25.3
2022-01-10,3,23,3,14.7,18.6,11.6,75,1.2,0,1,0,0,27.0,14.285714285714286,25.6
2022-01-11,3,16,3,13.1,17.2,10.2,65,0.8,1,1,0,0,23.0,15.428571428571429,25.266666666666666
2022-01-12,3,0,3,11.8,16.4,7.2,66,0.0,2,1,0,0,16.0,17.571428571428573,24.7
2022-01-13,3,15,3,14.7,18.3,12.2,56,0.0,3,1,0,0,0.0,17.571428571428573,24.066666666666666
2022-01-14,3,19,3,14.1,19.2,10.5,62,0.8,4,1,0,0,15.0,16.428571428571427,23.966666666666665
2022-01-15,3,27,3,15.4,18.9,13.1,85,0.4,5,1,1,1,19.0,17.142857142857142,24.6
2022-01-16,3,33,3,17.7,23.1,13.2,78,0.0,6,1,1,1,27.0,18.142857142857142,24.866666666666667
2022-01-17,3,19,3,14.8,18.0,12.6,74,0.0,0,1,0,0,33.0,19.0,24.966666666666665
2022-01-18,3,18,3,13.9,17.8,11.3,75,4.3,1,1,0,0,19.0,18.428571428571427,24.4
2022-01-19,3,0,3,13.5,19.2,9.3,71,0.0,2,1,0,0,18.0,18.714285714285715,23.833333333333332
2022-01-20,3,20,3,14.1,20.9,8.5,70,0.0,3,1,0,0,0.0,18.714285714285715,22.966666666666665
2022-01-21,3,23,3,16.6,22.6,11.2,72,0.0,4,1,0,0,20.0,19.428571428571427,22.733333333333334
2022-01-22,3,28,3,17.4,19.6,15.6,89,2.3,5,1,1,1,23.0,20.0,22.9
2022-01-23,3,51,3,18.5,21.5,16.9,86,0.2,6,1,1,1,28.0,20.142857142857142,22.866666666666667
2022-01-24,3,19,3,16.4,18.4,13.5,84,1.7,0,1,0,0,51.0,22.714285714285715,23.366666666666667
2022-01-25,3,24,3,16.1,21.2,12.4,80,5.1,1,1,0,0,19.0,22.714285714285715,22.933333333333334
2022-01-26,3,0,3,17.9,22.0,14.9,81,0.3,2,1,0,0,24.0,23.571428571428573,22.666666666666668
2022-01-27,3,28,3,19.9,24.4,16.9,84,2.0,3,1,0,0,0.0,23.571428571428573,21.466666666666665
2022-01-28,3,23,3,17.3,21.8,14.0,73,0.6,4,1,0,0,28.0,24.714285714285715,21.033333333333335
2022-01-29,3,24,3,13.2,16.1,9.4,70,0.5,5,1,1,0,23.0,24.714285714285715,20.633333333333333
2022-01-30,3,35,3,10.8,15.8,6.9,67,1.5,6,1,1,0,24.0,24.142857142857142,20.466666666666665
2022-01-31,3,17,3,8.9,12.0,6.9,72,2.5,0,1,0,1,35.0,21.857142857142858,20.0
2022-02-01,3,25,3,10.0,12.9,8.0,88,38.0,1,2,0,1,17.0,21.571428571428573,20.566666666666666
2022-02-02,3,0,3,10.2,12.8,8.9,86,12.6,2,2,0,1,25.0,21.714285714285715,19.566666666666666
2022-02-03,3,23,3,9.9,13.2,7.7,79,22.4,3,2,0,1,0.0,21.714285714285715,19.066666666666666
2022-02-04,3,21,3,10.7,15.4,8.2,65,0.0,4,2,0,1,23.0,21.0,19.8
2022-02-05,3,24,3,10.0,14.4,5.6,68,0.0,5,2,1,1,21.0,20.714285714285715,20.5
2022-02-06,3,55,3,12.6,14.9,10.2,75,0.8,6,2,1,1,24.0,20.714285714285715,20.533333333333335
2022-02-07,3,27,3,14.4,17.2,12.4,86,16.5,0,2,0,0,55.0,23.571428571428573,21.9
2022-02-08,3,30,3,10.2,12.9,8.0,79,5.4,1,2,0,0,27.0,25.0,22.133333333333333
2022-02-09,3,0,3,9.6,12.2,8.1,84,0.6,2,2,0,0,30.0,25.714285714285715,22.233333333333334
2022-02-10,3,24,3,12.2,16.3,9.4,87,0.6,3,2,0,0,0.0,25.714285714285715,21.466666666666665
2022-02-11,3,23,3,16.9,21.0,13.8,84,0.6,4,2,0,0,24.0,25.857142857142858,21.733333333333334
2022-02-12,3,21,3,16.0,20.8,13.4,78,0.1,5,2,1,1,23.0,26.142857142857142,22.5
2022-02-13,3,45,3,12.3,13.8,10.7,86,1.6,6,2,1,1,21.0,25.714285714285715,22.7
2022-02-14,3,28,3,13.0,18.8,8.8,74,0.3,0,2,0,0,45.0,24.285714285714285,23.566666666666666
2022-02-15,3,31,3,14.1,18.2,11.3,75,0.0,1,2,0,0,28.0,24.428571428571427,23.6
2022-02-16,3,0,3,16.2,19.9,13.0,76,0.8,2,2,0,0,31.0,24.571428571428573,23.533333333333335
2022-02-17,3,35,3,15.6,18.2,14.1,85,4.0,3,2,0,0,0.0,24.571428571428573,22.9
2022-02-18,3,39,3,14.9,17.0,11.6,89,3.8,4,2,0,0,35.0,26.142857142857142,23.466666666666665
2022-02-19,3,45,3,8.5,11.2,6.7,85,47.4,5,2,1,1,39.0,28.428571428571427,24.766666666666666
2022-02-20,3,43,3,6.0,6.6,5.3,86,37.9,6,2,1,1,45.0,31.857142857142858,25.6
2022-02-21,3,24,3,5.9,7.2,4.7,88,28.1,0,2,0,0,43.0,31.571428571428573,26.266666666666666
2022-02-22,3,31,3,7.6,11.9,5.8,80,4.1,1,2,0,0,24.0,31.0,26.133333333333333
2022-02-23,3,0,3,9.5,15.7,6.3,69,0.4,2,2,0,0,31.0,31.0,25.466666666666665
2022-02-24,3,31,3,9.4,15.0,4.4,68,0.0,3,2,0,0,0.0,31.0,24.833333333333332
2022-02-25,3,35,3,12.5,18.0,7.1,68,0.0,4,2,0,0,31.0,30.428571428571427,25.066666666666666
2022-02-26,3,38,3,14.8,21.5,8.0,75,0.0,5,2,1,1,35.0,29.857142857142858,26.233333333333334
2022-02-27,3,61,3,16.8,23.1,11.4,77,0.0,6,2,1,1,38.0,28.857142857142858,26.566666666666666
2022-02-28,3,23,3,18.4,23.9,13.8,81,0.1,0,2,0,0,61.0,31.428571428571427,27.833333333333332
2022-03-01,3,28,3,20.1,25.7,14.6,79,0.0,1,3,0,0,23.0,31.285714285714285,27.8
2022-03-02,3,10,3,20.2,25.0,15.3,73,0.0,2,3,0,0,28.0,30.857142857142858,27.566666666666666
2022-03-03,3,24,3,19.9,24.8,16.3,80,0.0,3,3,0,0,10.0,32.285714285714285,27.333333333333332
2022-03-04,3,26,3,20.2,25.7,14.8,81,0.0,4,3,0,0,24.0,31.285714285714285,27.3
2022-03-05,3,39,3,21.6,27.0,16.9,83,0.0,5,3,1,1,26.0,30.0,28.166666666666668
2022-03-06,3,47,3,20.5,24.3,17.5,76,0.2,6,3,1,1,39.0,30.142857142857142,28.7
2022-03-07,3,25,3,18.3,21.9,15.2,66,13.3,0,3,0,0,47.0,28.142857142857142,29.566666666666666
2022-03-08,3,25,3,16.0,21.2,10.9,60,0.0,1,3,0,0,25.0,28.428571428571427,29.6
2022-03-09,3,17,3,16.3,22.4,10.1,68,0.0,2,3,0,0,25.0,28.0,28.6
2022-03-10,3,19,3,19.0,24.8,12.5,67,0.0,3,3,0,0,17.0,29.0,28.266666666666666
2022-03-11,3,26,3,20.3,25.2,15.1,73,0.0,4,3,0,0,19.0,28.285714285714285,27.9
2022-03-12,3,27,3,21.5,27.6,16.5,74,0.0,5,3,1,1,26.0,28.285714285714285,28.766666666666666
2022-03-13,3,36,3,22.6,27.9,18.5,75,0.6,6,3,1,1,27.0,26.571428571428573,28.866666666666667
2022-03-14,3,24,3,23.2,29.1,18.4,77,0.0,0,3,0,0,36.0,25.0,29.3
2022-03-15,3,28,3,23.9,29.3,19.2,78,0.1,1,3,0,0,24.0,24.857142857142858,29.4
2022-03-16,3,20,3,22.8,26.4,19.9,79,0.0,2,3,0,0,28.0,25.285714285714285,28.833333333333332
2022-03-17,3,10,3,24.3,29.7,21.0,79,2.4,3,3,0,0,20.0,25.714285714285715,28.566666666666666
2022-03-18,3,17,3,23.2,27.2,19.0,76,0.0,4,3,0,0,10.0,24.428571428571427,27.866666666666667
2022-03-19,3,28,3,23.9,28.1,20.5,81,2.7,5,3,1,1,17.0,23.142857142857142,28.433333333333334
2022-03-20,3,32,3,22.5,24.9,20.8,86,3.2,6,3,1,1,28.0,23.285714285714285,28.2
2022-03-21,3,30,3,24.4,29.8,20.1,82,0.4,0,3,0,0,32.0,22.714285714285715,27.966666666666665
2022-03-22,3,17,3,22.2,24.1,18.7,92,21.2,1,3,0,0,30.0,23.571428571428573,27.466666666666665
2022-03-23,3,16,3,14.2,17.8,13.1,88,39.4,2,3,0,0,17.0,22.0,26.6
2022-03-24,3,12,3,15.2,17.2,13.8,91,25.2,3,3,0,0,16.0,21.428571428571427,26.333333333333332
2022-03-25,3,26,3,22.7,27.1,17.1,90,12.6,4,3,0,0,12.0,21.714285714285715,25.7
2022-03-26,3,32,3,22.9,25.0,19.4,90,13.8,5,3,1,1,26.0,23.0,26.566666666666666
2022-03-27,3,42,3,18.0,20.5,15.1,75,0.6,6,3,1,1,32.0,23.571428571428573,26.6
2022-03-28,3,23,3,15.4,18.3,13.9,82,6.4,0,3,0,0,42.0,25.0,26.833333333333332
2022-03-29,3,20,3,17.5,21.5,13.7,84,6.8,1,3,0,0,23.0,24.0,26.333333333333332
2022-03-30,3,15,3,21.8,26.4,17.6,85,0.6,2,3,0,0,20.0,24.428571428571427,24.966666666666665
2022-03-31,3,25,3,23.8,28.6,20.9,85,23.6,3,3,0,0,15.0,24.285714285714285,24.7
2022-04-01,3,29,3,16.7,21.5,13.9,75,2.0,4,4,0,0,25.0,26.142857142857142,24.6
2022-04-02,3,23,3,13.7,15.6,12.1,66,1.7,5,4,1,0,29.0,26.571428571428573,25.233333333333334
2022-04-03,3,32,3,17.3,22.7,13.6,56,0.0,6,4,1,1,23.0,25.285714285714285,25.2
2022-04-04,3,16,3,17.6,23.9,10.9,67,0.0,0,4,0,1,32.0,23.857142857142858,25.4
2022-04-05,3,15,3,19.2,25.6,12.2,72,0.0,1,4,0,1,16.0,22.857142857142858,24.633333333333333
2022-04-06,3,27,3,21.5,27.0,15.4,72,0.0,2,4,0,0,15.0,22.142857142857142,23.566666666666666
2022-04-07,3,14,3,22.6,28.0,18.8,65,0.2,3,4,0,0,27.0,23.857142857142858,23.633333333333333
2022-04-08,3,23,3,21.8,27.6,15.6,70,0.0,4,4,0,0,14.0,22.285714285714285,23.266666666666666
2022-04-09,3,36,3,21.7,27.1,16.5,71,0.0,5,4,1,1,23.0,21.428571428571427,23.466666666666665
2022-04-10,3,48,3,22.3,28.2,15.8,67,0.0,6,4,1,1,36.0,23.285714285714285,24.033333333333335
2022-04-11,3,34,3,23.6,28.8,17.9,72,0.0,0,4,0,0,48.0,25.571428571428573,24.766666666666666
2022-04-12,3,16,3,24.7,30.0,19.9,77,0.1,1,4,0,0,34.0,28.142857142857142,25.0
2022-04-13,3,36,3,24.0,28.5,21.4,80,4.7,2,4,0,0,16.0,28.285714285714285,24.333333333333332
2022-04-14,3,29,3,23.0,28.2,17.8,63,0.0,3,4,0,0,36.0,29.571428571428573,24.733333333333334
2022-04-15,3,38,3,23.4,28.0,19.3,65,0.0,4,4,0,0,29.0,31.714285714285715,24.766666666666666
2022-04-16,3,57,3,21.2,24.8,16.9,79,2.0,5,4,1,1,38.0,33.857142857142854,25.366666666666667
2022-04-17,3,36,3,19.3,23.7,15.9,74,0.5,6,4,1,1,57.0,36.857142857142854,26.933333333333334
2022-04-18,3,68,3,17.8,20.3,16.2,85,6.5,0,4,0,0,36.0,35.142857142857146,27.566666666666666
2022-04-19,3,28,3,17.6,20.8,15.4,83,13.3,1,4,0,0,68.0,40.0,28.9
2022-04-20,3,20,3,19.9,23.0,17.1,84,2.0,2,4,0,0,28.0,41.714285714285715,28.766666666666666
2022-04-21,3,47,3,22.9,27.9,18.0,82,0.2,3,4,0,0,20.0,39.42857142857143,28.433333333333334
2022-04-22,3,28,3,24.3,29.5,21.1,84,12.4,4,4,0,0,47.0,42.0,29.433333333333334
2022-04-23,3,32,3,24.6,29.4,22.1,88,7.0,5,4,1,1,28.0,40.57142857142857,29.833333333333332
2022-04-24,3,41,3,25.4,28.7,23.0,88,4.8,6,4,1,0,32.0,37.0,30.5
2022-04-25,3,24,3,26.9,31.0,24.1,81,0.6,0,4,0,0,41.0,37.714285714285715,31.0
2022-04-26,3,19,3,27.2,31.4,24.0,81,0.7,1,4,0,0,24.0,31.428571428571427,30.733333333333334
2022-04-27,3,19,3,27.5,31.8,23.9,78,1.5,2,4,0,0,19.0,30.142857142857142,29.966666666666665
2022-04-28,3,22,3,27.4,31.2,24.7,83,1.7,3,4,0,0,19.0,30.0,29.833333333333332
2022-04-29,3,25,3,26.3,30.1,23.9,86,4.8,4,4,0,0,22.0,26.428571428571427,29.9
2022-04-30,3,52,3,24.3,29.3,21.1,82,7.9,5,4,1,1,25.0,26.0,30.233333333333334
2022-05-01,3,64,3,17.2,21.8,15.4,87,44.0,6,5,1,1,52.0,28.857142857142858,31.133333333333333
2022-05-02,3,24,3,17.9,22.3,14.3,75,7.6,0,5,0,1,64.0,32.142857142857146,32.3
2022-05-03,3,22,3,20.8,25.8,15.8,64,0.0,1,5,0,1,24.0,32.142857142857146,32.333333333333336
2022-05-04,3,0,3,22.5,27.4,16.4,69,0.0,2,5,0,1,22.0,32.57142857142857,32.0
2022-05-05,3,17,3,23.9,28.5,19.0,77,0.0,3,5,0,0,0.0,29.857142857142858,31.466666666666665
2022-05-06,3,40,3,24.7,29.0,20.1,78,0.0,4,5,0,0,17.0,29.142857142857142,31.533333333333335
2022-05-07,3,35,3,24.0,26.5,21.8,87,10.9,5,5,1,0,40.0,31.285714285714285,31.966666666666665
2022-05-08,3,45,3,23.2,26.2,21.0,83,9.9,6,5,1,1,35.0,28.857142857142858,32.666666666666664
2022-05-09,3,21,3,23.7,28.0,20.5,87,4.2,0,5,0,0,45.0,26.142857142857142,33.4
2022-05-10,3,18,3,24.3,28.4,22.5,91,36.3,1,5,0,0,21.0,25.714285714285715,32.9
2022-05-11,3,27,3,24.4,28.3,22.4,92,48.5,2,5,0,0,18.0,25.142857142857142,31.9
2022-05-12,3,24,3,24.1,26.1,23.1,96,65.5,3,5,0,0,27.0,29.0,31.666666666666668
2022-05-13,3,22,3,24.1,27.4,21.8,92,29.9,4,5,0,0,24.0,30.0,31.933333333333334
2022-05-14,3,37,3,23.3,26.4,20.7,85,7.2,5,5,1,1,22.0,27.428571428571427,31.466666666666665
2022-05-15,3,50,3,22.1,24.3,18.2,86,23.4,6,5,1,1,37.0,27.714285714285715,31.733333333333334
2022-05-16,3,37,3,19.5,22.6,17.2,73,0.9,0,5,0,0,50.0,28.428571428571427,32.13333333333333
2022-05-17,3,23,3,20.9,26.1,15.1,71,0.0,1,5,0,0,37.0,30.714285714285715,31.466666666666665
2022-05-18,3,24,3,23.0,27.6,17.9,74,0.0,2,5,0,0,23.0,31.428571428571427,31.033333333333335
2022-05-19,3,19,3,25.1,29.3,20.4,67,0.0,3,5,0,0,24.0,31.0,29.566666666666666
2022-05-20,3,29,3,26.2,31.1,21.3,75,0.7,4,5,0,0,19.0,30.285714285714285,29.266666666666666
2022-05-21,3,46,3,25.4,29.0,22.6,86,8.3,5,5,1,1,29.0,31.285714285714285,29.566666666666666
2022-05-22,3,57,3,24.8,27.6,23.4,87,12.6,6,5,1,1,46.0,32.57142857142857,29.533333333333335
2022-05-23,3,28,3,24.1,26.1,22.2,89,15.2,0,5,0,0,57.0,33.57142857142857,30.5
2022-05-24,3,20,3,25.5,29.6,23.4,88,21.2,1,5,0,0,28.0,32.285714285714285,30.366666666666667
2022-05-25,3,31,3,26.2,29.5,24.0,88,3.5,2,5,0,0,20.0,31.857142857142858,29.666666666666668
2022-05-26,3,45,3,26.6,30.5,24.2,86,9.5,3,5,0,0,31.0,32.857142857142854,29.9
2022-05-27,3,64,3,25.7,28.5,24.2,92,25.8,4,5,0,0,45.0,36.57142857142857,30.766666666666666
2022-05-28,3,55,3,26.7,30.8,22.8,87,29.9,5,5,1,1,64.0,41.57142857142857,32.266666666666666
2022-05-29,3,71,3,28.1,32.0,24.8,83,3.0,6,5,1,1,55.0,42.857142857142854,33.36666666666667
2022-05-30,3,35,3,27.3,30.1,25.0,88,6.9,0,5,0,0,71.0,44.857142857142854,34.9
2022-05-31,3,29,3,27.2,30.5,25.2,87,15.1,1,5,0,0,35.0,45.857142857142854,34.333333333333336
2022-06-01,3,33,3,26.9,30.1,24.7,88,11.5,2,6,0,0,29.0,47.142857142857146,33.166666666666664
2022-06-02,3,33,3,27.0,30.8,24.8,87,12.1,3,6,0,0,33.0,47.42857142857143,33.46666666666667
2022-06-03,3,36,3,27.0,30.6,25.3,89,23.1,4,6,0,1,33.0,45.714285714285715,33.833333333333336
2022-06-04,3,36,3,27.9,30.6,25.4,85,6.9,5,6,1,1,36.0,41.714285714285715,35.03333333333333
2022-06-05,3,86,3,28.2,32.1,26.4,85,6.3,6,6,1,1,36.0,39.0,35.666666666666664
2022-06-06,3,62,3,27.0,31.2,24.4,88,26.8,0,6,0,0,86.0,41.142857142857146,37.2
2022-06-07,3,44,3,25.2,27.0,23.9,93,45.4,1,6,0,0,62.0,45.0,38.1
2022-06-08,3,36,3,24.8,27.1,23.2,93,29.3,2,6,0,0,44.0,47.142857142857146,38.06666666666667
2022-06-09,3,18,3,25.0,27.9,23.8,93,26.0,3,6,0,0,36.0,47.57142857142857,38.56666666666667
2022-06-10,3,15,3,26.2,30.1,24.4,90,18.1,4,6,0,0,18.0,45.42857142857143,38.56666666666667
2022-06-11,3,42,3,25.6,27.5,24.1,93,32.6,5,6,1,1,15.0,42.42857142857143,38.166666666666664
2022-06-12,3,47,3,26.2,29.3,24.1,92,43.6,6,6,1,1,42.0,43.285714285714285,38.766666666666666
2022-06-13,3,39,3,26.7,30.2,24.1,90,24.1,0,6,0,0,47.0,37.714285714285715,39.6
2022-06-14,3,34,3,24.7,26.1,23.5,93,48.1,1,6,0,0,39.0,34.42857142857143,39.666666666666664
2022-06-15,3,32,3,25.2,30.1,23.0,89,38.1,2,6,0,0,34.0,33.0,39.13333333333333
2022-06-16,3,25,3,25.9,30.5,23.5,89,40.1,3,6,0,0,32.0,32.42857142857143,38.96666666666667
2022-06-17,3,21,3,26.6,29.2,24.5,88,19.7,4,6,0,0,25.0,33.42857142857143,39.03333333333333
2022-06-18,3,38,3,27.3,30.0,25.9,87,4.6,5,6,1,1,21.0,34.285714285714285,38.93333333333333
2022-06-19,3,52,3,27.5,30.0,25.6,86,11.9,6,6,1,1,38.0,33.714285714285715,39.56666666666667
2022-06-20,3,16,3,27.2,29.5,24.8,87,46.5,0,6,0,0,52.0,34.42857142857143,40.333333333333336
2022-06-21,3,28,3,28.1,30.9,25.8,83,4.7,1,6,0,0,16.0,31.142857142857142,39.333333333333336
2022-06-22,3,20,3,28.8,32.2,25.8,78,0.4,2,6,0,0,28.0,30.285714285714285,38.36666666666667
2022-06-23,3,33,3,28.8,32.5,25.2,80,0.7,3,6,0,0,20.0,28.571428571428573,38.1
2022-06-24,3,31,3,28.2,32.0,24.9,81,1.2,4,6,0,0,33.0,29.714285714285715,38.53333333333333
2022-06-25,3,33,3,28.6,32.3,25.6,80,0.3,5,6,1,1,31.0,31.142857142857142,38.53333333333333
2022-06-26,3,44,3,28.5,32.5,25.0,80,4.9,6,6,1,1,33.0,30.428571428571427,38.13333333333333
2022-06-27,3,29,3,28.5,32.3,25.5,81,4.4,0,6,0,0,44.0,29.285714285714285,37.46666666666667
2022-06-28,3,32,3,29.4,33.0,25.8,79,0.7,1,6,0,0,29.0,31.142857142857142,36.6
2022-06-29,3,17,3,28.8,32.7,26.1,82,8.6,2,6,0,0,32.0,31.714285714285715,35.3
2022-06-30,3,27,3,27.2,30.4,25.6,86,19.4,3,6,0,0,17.0,31.285714285714285,34.7
2022-07-01,3,39,3,27.5,32.0,25.7,83,22.7,4,7,0,0,27.0,30.428571428571427,34.63333333333333
2022-07-02,3,42,3,25.5,26.1,24.8,92,70.3,5,7,1,1,39.0,31.571428571428573,34.833333333333336
2022-07-03,3,74,3,26.5,28.2,25.1,89,22.8,6,7,1,1,42.0,32.857142857142854,35.13333333333333
2022-07-04,3,46,3,26.7,28.7,25.0,90,29.9,0,7,0,0,74.0,37.142857142857146,36.4
2022-07-05,3,29,3,27.1,30.8,25.4,90,34.6,1,7,0,0,46.0,39.57142857142857,36.733333333333334
