week_start,product_id,category,weekly_tickets,week_of_year,month,is_holiday_week,lag_1w,lag_4w_avg,lag_8w_avg,is_day1_w,is_top3_w,discount_pct_w,is_member_week,is_new_product_w,is_competitor_w,is_rainy_w,quantity_w
2023-04-10,8,1,315,15,4,0,30.0,26.0,24.375,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,29
2023-04-17,8,1,315,16,4,0,29.0,26.75,25.625,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.8571428571428571,35
2023-04-24,8,1,315,17,4,1,35.0,28.25,27.5,1.0,0.0,0.08571428571428573,1.0,0.0,0.0,0.42857142857142855,32
2023-05-01,8,1,315,18,5,1,32.0,31.5,28.375,1.0,0.0,0.05714285714285715,0.0,0.0,0.0,0.2857142857142857,36
2023-05-08,8,1,315,19,5,0,36.0,33.0,29.5,0.0,0.0,0.0,1.0,0.0,0.0,0.8571428571428571,35
2023-05-15,8,1,315,20,5,0,35.0,34.5,30.625,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.7142857142857143,34
2023-05-22,8,1,315,21,5,0,34.0,34.25,31.25,0.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,40
2023-05-29,8,1,315,22,5,0,40.0,36.25,33.875,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,42
2023-06-05,8,1,315,23,6,0,42.0,37.75,35.375,0.0,0.0,0.0,1.0,0.0,0.0,0.8571428571428571,50
2023-06-12,8,1,315,24,6,0,50.0,41.5,38.0,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.8571428571428571,52
2023-06-19,8,1,315,25,6,1,52.0,46.0,40.125,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,1.0,43
2023-06-26,8,1,315,26,6,0,43.0,46.75,41.5,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.8571428571428571,50
2023-07-03,8,1,315,27,7,0,50.0,48.75,43.25,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.42857142857142855,71
2023-07-10,8,1,315,28,7,0,71.0,54.0,47.75,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.14285714285714285,76
2023-07-17,8,1,315,29,7,0,76.0,60.0,53.0,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.7142857142857143,52
2023-07-24,8,1,315,30,7,0,52.0,62.25,54.5,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.42857142857142855,64
2023-07-31,8,1,315,31,7,0,64.0,65.75,57.25,1.0,0.0,0.08571428571428573,0.0,0.0,0.0,0.7142857142857143,62
2023-08-07,8,1,315,32,8,0,62.0,63.5,58.75,1.0,0.0,0.08571428571428573,1.0,0.0,0.0,0.5714285714285714,57
2023-08-14,8,1,315,33,8,0,57.0,58.75,59.375,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,1.0,52
2023-08-21,8,1,315,34,8,0,52.0,58.75,60.5,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,1.0,50
2023-08-28,8,1,315,35,8,0,50.0,55.25,60.5,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.8571428571428571,53
2023-09-04,8,1,315,36,9,0,53.0,53.0,58.25,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.7142857142857143,46
2023-09-11,8,1,315,37,9,0,46.0,50.25,54.5,1.0,0.0,0.05714285714285715,0.0,0.0,0.0,1.0,37
2023-09-18,8,1,315,38,9,0,37.0,46.5,52.625,1.0,1.0,0.07174284759394266,1.0,0.0,0.0,0.7142857142857143,50
2023-09-25,8,1,315,39,9,1,50.0,46.5,50.875,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.8571428571428571,42
2023-10-02,8,1,315,40,10,1,42.0,43.75,48.375,0.0,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,35
2023-10-09,8,1,315,41,10,0,35.0,41.0,45.625,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.2857142857142857,29
2023-10-16,8,1,315,42,10,0,29.0,39.0,42.75,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.7142857142857143,31
2023-10-23,8,1,315,43,10,0,31.0,34.25,40.375,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.2857142857142857,29
2023-10-30,8,1,315,44,10,0,29.0,31.0,37.375,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.14285714285714285,33
2023-11-06,8,1,315,45,11,0,33.0,30.5,35.75,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.2857142857142857,26
2023-11-13,8,1,315,46,11,0,26.0,29.75,34.375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29
2023-11-20,8,1,315,47,11,0,29.0,29.25,31.75,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.0,28
2023-11-27,8,1,315,48,11,0,28.0,29.0,30.0,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.2857142857142857,25
2023-12-04,8,1,315,49,12,0,25.0,27.0,28.75,1.0,1.0,0.04555886422028579,1.0,0.0,0.0,0.14285714285714285,18
2023-12-11,8,1,315,50,12,0,18.0,25.0,27.375,1.0,1.0,0.05138293724809763,0.0,0.0,0.0,0.14285714285714285,17
2023-12-18,8,1,315,51,12,0,17.0,22.0,25.625,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.0,17
2023-12-25,8,1,315,52,12,1,17.0,19.25,24.125,0.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,19
2024-01-01,8,1,315,1,1,1,19.0,17.75,22.375,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.0,17
2024-01-08,8,1,315,2,1,0,17.0,17.5,21.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18
2024-01-15,8,1,315,3,1,0,18.0,17.75,19.875,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.0,22
2024-01-22,8,1,315,4,1,0,22.0,19.0,19.125,1.0,0.0,0.1142857142857143,1.0,0.0,0.0,0.5714285714285714,15
2024-01-29,8,1,315,5,1,0,15.0,18.0,17.875,1.0,0.0,0.05714285714285715,0.0,0.0,0.0,0.2857142857142857,20
2024-02-05,8,1,315,6,2,1,20.0,18.75,18.125,0.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,13
2024-02-12,8,1,315,7,2,1,13.0,17.5,17.625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17
2024-02-19,8,1,315,8,2,0,17.0,16.25,17.625,1.0,0.0,0.08571428571428573,0.0,0.0,0.0,0.14285714285714285,17
2024-02-26,8,1,315,9,2,0,17.0,16.75,17.375,0.0,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,16
2024-03-04,8,1,315,10,3,0,16.0,15.75,17.25,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.8571428571428571,24
2024-03-11,8,1,315,11,3,0,24.0,18.5,18.0,1.0,0.0,0.08571428571428573,0.0,0.0,0.0,0.2857142857142857,25
2024-03-18,8,1,315,12,3,0,25.0,20.5,18.375,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.14285714285714285,32
2024-03-25,8,1,315,13,3,0,32.0,24.25,20.5,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.7142857142857143,26
2024-04-01,8,1,315,14,4,1,26.0,26.75,21.25,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.8571428571428571,33
2024-04-08,8,1,315,15,4,0,33.0,29.0,23.75,1.0,0.0,0.1142857142857143,1.0,0.0,0.0,0.14285714285714285,35
2024-04-15,8,1,315,16,4,0,35.0,31.5,26.0,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.7142857142857143,31
2024-04-22,8,1,315,17,4,0,31.0,31.25,27.75,0.0,0.0,0.0,1.0,0.0,0.0,1.0,31
2024-04-29,8,1,315,18,4,1,31.0,32.5,29.625,1.0,0.0,0.05714285714285715,0.0,0.0,0.0,1.0,29
2024-05-06,8,1,315,19,5,0,29.0,31.5,30.25,1.0,0.0,0.1142857142857143,1.0,0.0,0.0,0.8571428571428571,26
2024-05-13,8,1,315,20,5,0,26.0,29.25,30.375,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.2857142857142857,45
2024-05-20,8,1,315,21,5,0,45.0,32.75,32.0,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,1.0,30
2024-05-27,8,1,315,22,5,0,30.0,32.5,32.5,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.7142857142857143,46
2024-06-03,8,1,315,23,6,0,46.0,36.75,34.125,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,1.0,46
2024-06-10,8,1,315,24,6,1,46.0,41.75,35.5,1.0,0.0,0.05714285714285715,0.0,0.0,0.0,1.0,47
2024-06-17,8,1,315,25,6,0,47.0,42.25,37.5,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.8571428571428571,48
2024-06-24,8,1,315,26,6,0,48.0,46.75,39.625,1.0,0.0,0.08571428571428573,1.0,0.0,0.0,1.0,45
2024-07-01,8,1,315,27,7,0,45.0,46.5,41.625,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,55
2024-07-08,8,1,315,28,7,0,55.0,48.75,45.25,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,1.0,62
2024-07-15,8,1,315,29,7,0,62.0,52.5,47.375,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,1.0,52
2024-07-22,8,1,315,30,7,0,52.0,53.5,50.125,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.5714285714285714,64
2024-07-29,8,1,315,31,7,0,64.0,58.25,52.375,1.0,0.0,0.05714285714285715,0.0,0.0,0.0,0.7142857142857143,53
2024-08-05,8,1,315,32,8,0,53.0,57.75,53.25,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.7142857142857143,56
2024-08-12,8,1,315,33,8,0,56.0,56.25,54.375,0.0,0.0,0.0,1.0,0.0,0.0,1.0,47
2024-08-19,8,1,315,34,8,0,47.0,55.0,54.25,1.0,0.0,0.08571428571428573,0.0,0.0,0.0,1.0,53
2024-08-26,8,1,315,35,8,0,53.0,52.25,55.25,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.8571428571428571,58
2024-09-02,8,1,315,36,9,0,58.0,53.5,55.625,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.8571428571428571,45
2024-09-09,8,1,315,37,9,1,45.0,50.75,53.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,39
2024-09-16,8,1,315,38,9,1,39.0,48.75,51.875,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.8571428571428571,48
2024-09-23,8,1,315,39,9,0,48.0,47.5,49.875,1.0,0.0,0.08571428571428573,1.0,0.0,0.0,0.5714285714285714,47
2024-09-30,8,1,315,40,9,1,47.0,44.75,49.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33
2024-10-07,8,1,315,41,10,1,33.0,41.75,46.25,1.0,0.0,0.08571428571428573,1.0,0.0,0.0,0.0,34
2024-10-14,8,1,315,42,10,0,34.0,40.5,44.625,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.42857142857142855,31
2024-10-21,8,1,315,43,10,0,31.0,36.25,41.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35
2024-10-28,8,1,315,44,10,0,35.0,33.25,39.0,1.0,0.0,0.08571428571428573,1.0,0.0,0.0,0.14285714285714285,30
2024-11-04,8,1,315,45,11,0,30.0,32.5,37.125,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.0,26
2024-11-11,8,1,315,46,11,0,26.0,30.5,35.5,1.0,1.0,0.047188489895649624,0.0,0.0,0.0,0.42857142857142855,28
2024-11-18,8,1,315,47,11,0,28.0,29.75,33.0,0.0,1.0,0.01767630402106357,1.0,0.0,0.0,0.42857142857142855,24
2024-11-25,8,1,315,48,11,0,24.0,27.0,30.125,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.14285714285714285,30
2024-12-02,8,1,315,49,12,0,30.0,27.0,29.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17
2024-12-09,8,1,315,50,12,0,17.0,24.75,27.625,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.0,18
2024-12-16,8,1,315,51,12,0,18.0,22.25,26.0,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.0,18
2024-12-23,8,1,315,52,12,0,18.0,20.75,23.875,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.0,17
2024-12-30,8,1,315,1,12,1,17.0,17.5,22.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
2022-12-26,9,1,45,52,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2023-01-02,9,1,315,1,1,1,3.0,3.0,3.0,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.2857142857142857,15
2023-01-09,9,1,315,2,1,0,15.0,9.0,9.0,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,1.0,15
2023-01-16,9,1,315,3,1,1,15.0,11.0,11.0,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.0,20
2023-01-23,9,1,315,4,1,1,20.0,13.25,13.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17
2023-01-30,9,1,315,5,1,0,17.0,16.75,14.0,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.2857142857142857,14
2023-02-06,9,1,315,6,2,0,14.0,16.5,14.0,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.2857142857142857,14
2023-02-13,9,1,315,7,2,0,14.0,16.25,14.0,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.14285714285714285,18
2023-02-20,9,1,315,8,2,0,18.0,15.75,14.5,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.0,16
2023-02-27,9,1,315,9,2,0,16.0,15.5,16.125,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.0,17
2023-03-06,9,1,315,10,3,0,17.0,16.25,16.375,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.0,18
2023-03-13,9,1,315,11,3,0,18.0,17.25,16.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15
2023-03-20,9,1,315,12,3,0,15.0,16.5,16.125,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.7142857142857143,16
2023-03-27,9,1,315,13,3,0,16.0,16.5,16.0,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,1.0,13
2023-04-03,9,1,315,14,4,1,13.0,15.5,15.875,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.5714285714285714,14
2023-04-10,9,1,315,15,4,0,14.0,14.5,15.875,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,21
2023-04-17,9,1,315,16,4,0,21.0,16.0,16.25,1.0,0.0,0.08571428571428573,1.0,0.0,0.0,0.8571428571428571,18
2023-04-24,9,1,315,17,4,1,18.0,16.5,16.5,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.42857142857142855,19
2023-05-01,9,1,315,18,5,1,19.0,18.0,16.75,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.2857142857142857,18
2023-05-08,9,1,315,19,5,0,18.0,19.0,16.75,0.0,0.0,0.0,1.0,0.0,0.0,0.8571428571428571,20
2023-05-15,9,1,315,20,5,0,20.0,18.75,17.375,0.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,14
2023-05-22,9,1,315,21,5,0,14.0,17.75,17.125,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.7142857142857143,22
2023-05-29,9,1,315,22,5,0,22.0,18.5,18.25,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.7142857142857143,16
2023-06-05,9,1,315,23,6,0,16.0,18.0,18.5,0.0,0.0,0.0,1.0,0.0,0.0,0.8571428571428571,25
2023-06-12,9,1,315,24,6,0,25.0,19.25,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8571428571428571,27
2023-06-19,9,1,315,25,6,1,27.0,22.5,20.125,1.0,0.0,0.05714285714285715,0.0,0.0,0.0,1.0,26
2023-06-26,9,1,315,26,6,0,26.0,23.5,21.0,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.8571428571428571,18
2023-07-03,9,1,315,27,7,0,18.0,24.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,28
2023-07-10,9,1,315,28,7,0,28.0,24.75,22.0,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.14285714285714285,27
2023-07-17,9,1,315,29,7,0,27.0,24.75,23.625,0.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,25
2023-07-24,9,1,315,30,7,0,25.0,24.5,24.0,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.42857142857142855,29
2023-07-31,9,1,315,31,7,0,29.0,27.25,25.625,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,33
2023-08-07,9,1,315,32,8,0,33.0,28.5,26.625,0.0,0.0,0.0,1.0,0.0,0.0,0.5714285714285714,40
2023-08-14,9,1,315,33,8,0,40.0,31.75,28.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,53
2023-08-21,9,1,315,34,8,0,53.0,38.75,31.625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32
2023-08-28,9,1,315,35,8,0,32.0,39.5,33.375,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.8571428571428571,23
2023-09-04,9,1,315,36,9,0,23.0,37.0,32.75,0.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,16
2023-09-11,9,1,315,37,9,0,16.0,31.0,31.375,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,1.0,20
2023-09-18,9,1,315,38,9,0,20.0,22.75,30.75,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.7142857142857143,18
2023-09-25,9,1,315,39,9,1,18.0,19.25,29.375,0.0,0.0,0.0,1.0,0.0,0.0,0.8571428571428571,16
2023-10-02,9,1,315,40,10,1,16.0,17.5,27.25,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.42857142857142855,22
2023-10-09,9,1,315,41,10,0,22.0,19.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,17
2023-10-16,9,1,315,42,10,0,17.0,18.25,20.5,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.7142857142857143,15
2023-10-23,9,1,315,43,10,0,15.0,17.5,18.375,1.0,0.0,0.08571428571428573,1.0,0.0,0.0,0.2857142857142857,28
2023-10-30,9,1,315,44,10,0,28.0,20.5,19.0,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.14285714285714285,17
2023-11-06,9,1,315,45,11,0,17.0,19.25,19.125,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.2857142857142857,15
2023-11-13,9,1,315,46,11,0,15.0,18.75,18.5,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.0,14
2023-11-20,9,1,315,47,11,0,14.0,18.5,18.0,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.0,13
2023-11-27,9,1,315,48,11,0,13.0,14.75,17.625,0.0,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,19
2023-12-04,9,1,315,49,12,0,19.0,15.25,17.25,0.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,17
2023-12-11,9,1,315,50,12,0,17.0,15.75,17.25,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,14
2023-12-18,9,1,315,51,12,0,14.0,15.75,17.125,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.0,24
2023-12-25,9,1,315,52,12,1,24.0,18.5,16.625,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.14285714285714285,22
2024-01-01,9,1,315,1,1,1,22.0,19.25,17.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
2024-01-08,9,1,315,2,1,0,22.0,20.5,18.125,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.0,14
2024-01-15,9,1,315,3,1,0,14.0,20.5,18.125,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.0,16
2024-01-22,9,1,315,4,1,0,16.0,18.5,18.5,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.5714285714285714,18
2024-01-29,9,1,315,5,1,0,18.0,17.5,18.375,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.2857142857142857,20
2024-02-05,9,1,315,6,2,1,20.0,17.0,18.75,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.7142857142857143,20
2024-02-12,9,1,315,7,2,1,20.0,18.5,19.5,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.0,22
2024-02-19,9,1,315,8,2,0,22.0,20.0,19.25,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,19
2024-02-26,9,1,315,9,2,0,19.0,20.25,18.875,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.2857142857142857,21
2024-03-04,9,1,315,10,3,0,21.0,20.5,18.75,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.8571428571428571,18
2024-03-11,9,1,315,11,3,0,18.0,20.0,19.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,19
2024-03-18,9,1,315,12,3,0,19.0,19.25,19.625,1.0,0.0,0.1142857142857143,1.0,0.0,0.0,0.14285714285714285,16
2024-03-25,9,1,315,13,3,0,16.0,18.5,19.375,0.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,16
2024-04-01,9,1,315,14,4,1,16.0,17.25,18.875,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,16
2024-04-08,9,1,315,15,4,0,16.0,16.75,18.375,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.14285714285714285,14
2024-04-15,9,1,315,16,4,0,14.0,15.5,17.375,0.0,0.0,0.03476548488522656,1.0,0.0,0.0,0.7142857142857143,20
2024-04-22,9,1,315,17,4,0,20.0,16.5,17.5,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,1.0,25
2024-04-29,9,1,315,18,4,1,25.0,18.75,18.0,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,1.0,17
2024-05-06,9,1,315,19,5,0,17.0,19.0,17.875,0.0,0.0,0.0,1.0,0.0,0.0,0.8571428571428571,22
2024-05-13,9,1,315,20,5,0,22.0,21.0,18.25,0.0,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,21
2024-05-20,9,1,315,21,5,0,21.0,21.25,18.875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19
2024-05-27,9,1,315,22,5,0,19.0,19.75,19.25,0.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,23
2024-06-03,9,1,315,23,6,0,23.0,21.25,20.125,0.0,0.0,0.0,1.0,0.0,0.0,1.0,22
2024-06-10,9,1,315,24,6,1,22.0,21.25,21.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19
2024-06-17,9,1,315,25,6,0,19.0,20.75,21.0,1.0,0.0,0.08571428571428573,1.0,0.0,0.0,0.8571428571428571,15
2024-06-24,9,1,315,26,6,0,15.0,19.75,19.75,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,1.0,17
2024-07-01,9,1,315,27,7,0,17.0,18.25,19.75,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.8571428571428571,27
2024-07-08,9,1,315,28,7,0,27.0,19.5,20.375,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,1.0,19
2024-07-15,9,1,315,29,7,0,19.0,19.5,20.125,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,1.0,49
2024-07-22,9,1,315,30,7,0,49.0,28.0,23.875,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.5714285714285714,31
2024-07-29,9,1,315,31,7,0,31.0,31.5,24.875,1.0,0.0,0.08571428571428573,0.0,0.0,0.0,0.7142857142857143,24
2024-08-05,9,1,315,32,8,0,24.0,30.75,25.125,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.7142857142857143,41
2024-08-12,9,1,315,33,8,0,41.0,36.25,27.875,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,1.0,50
2024-08-19,9,1,315,34,8,0,50.0,36.5,32.25,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,1.0,45
2024-08-26,9,1,315,35,8,0,45.0,40.0,35.75,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.8571428571428571,25
2024-09-02,9,1,315,36,9,0,25.0,40.25,35.5,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.8571428571428571,20
2024-09-09,9,1,315,37,9,1,20.0,35.0,35.625,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,14
2024-09-16,9,1,315,38,9,1,14.0,26.0,31.25,1.0,0.0,0.1142857142857143,1.0,0.0,0.0,0.8571428571428571,17
2024-09-23,9,1,315,39,9,0,17.0,19.0,29.5,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.5714285714285714,17
2024-09-30,9,1,315,40,9,1,17.0,17.0,28.625,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.0,20
2024-10-07,9,1,315,41,10,1,20.0,17.0,26.0,1.0,0.0,0.08571428571428573,1.0,0.0,0.0,0.0,19
2024-10-14,9,1,315,42,10,0,19.0,18.25,22.125,0.0,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,14
2024-10-21,9,1,315,43,10,0,14.0,17.5,18.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
2024-10-28,9,1,315,44,10,0,25.0,19.5,18.25,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.14285714285714285,19
2024-11-04,9,1,315,45,11,0,19.0,19.25,18.125,1.0,0.0,0.08091029081306374,1.0,0.0,0.0,0.0,15
2024-11-11,9,1,315,46,11,0,15.0,18.25,18.25,1.0,0.0,0.09237298298863969,0.0,0.0,0.0,0.42857142857142855,13
2024-11-18,9,1,315,47,11,0,13.0,18.0,17.75,1.0,0.0,0.08571428571428573,1.0,0.0,0.0,0.42857142857142855,15
2024-11-25,9,1,315,48,11,0,15.0,15.5,17.5,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.14285714285714285,16
2024-12-02,9,1,315,49,12,0,16.0,14.75,17.0,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.0,18
2024-12-09,9,1,315,50,12,0,18.0,15.5,16.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
2024-12-16,9,1,315,51,12,0,16.0,16.25,17.125,1.0,0.0,0.08571428571428573,1.0,0.0,0.0,0.0,22
2024-12-23,9,1,315,52,12,0,22.0,18.0,16.75,1.0,0.0,0.08571428571428573,1.0,0.0,0.0,0.0,22
2024-12-30,9,1,315,1,12,1,22.0,19.5,17.125,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.0,14
2022-12-26,10,1,45,52,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2023-01-02,10,1,315,1,1,1,1.0,1.0,1.0,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.14285714285714285,5
2023-01-09,10,1,315,2,1,0,5.0,3.0,3.0,1.0,0.0,0.05714285714285715,0.0,0.0,0.0,1.0,7
2023-01-16,10,1,315,3,1,1,7.0,4.333333333333333,4.333333333333333,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.0,5
2023-01-23,10,1,315,4,1,1,5.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2023-01-30,10,1,315,5,1,0,4.0,5.25,4.4,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.2857142857142857,5
2023-02-06,10,1,315,6,2,0,5.0,5.25,4.5,0.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,4
